Type,ID,Name,Subgroup,n,Mean (SE),KW test Padj,Dunn's test Padj (MARD vs MOD),Dunn's test Padj (MARD vs SIDD),Dunn's test Padj (MOD vs SIDD),Dunn's test Padj (MARD vs SIRD),Dunn's test Padj (MOD vs SIRD),Dunn's test Padj (SIDD vs SIRD)
MTB,MP0110,Methylglutaric acid,MARD,268,-1.24 (0.06),,,,,,,
MTB,MP0110,Methylglutaric acid,MOD,140,-1.26 (0.09),,,,,,,
MTB,MP0110,Methylglutaric acid,SIRD,80,-1.29 (0.09),,,,,,,
MTB,MP0111,Methylmalonic acid,SIDD,242,2.32 (0.03),0.123000461584442,0.0479194596123936,0.232742994505389,0.386989595750572,0.602674276866578,0.266986276923685,0.58124231711725
MTB,MP0111,Methylmalonic acid,MARD,268,2.39 (0.03),,,,,,,
MTB,MP0111,Methylmalonic acid,MOD,140,2.29 (0.04),,,,,,,
MTB,MP0111,Methylmalonic acid,SIRD,80,2.39 (0.05),,,,,,,
MTB,MP0112,Methylmalonylcarnitine,SIDD,242,-3.13 (0.03),0.0132137525363436,0.0008963910638979,0.198584025639574,0.0408298997503586,0.423386019221131,0.0961173305839114,0.907021338065966
MTB,MP0112,Methylmalonylcarnitine,MARD,268,-3.11 (0.04),,,,,,,
MTB,MP0112,Methylmalonylcarnitine,MOD,140,-3.31 (0.06),,,,,,,
MTB,MP0112,Methylmalonylcarnitine,SIRD,80,-3.18 (0.08),,,,,,,
MTB,MP0113,Murocholic acid,SIDD,242,-2.57 (0.12),0.89507149536917,1.0,1.0,0.954142709322374,0.908257012819321,1.0,1.0
MTB,MP0113,Murocholic acid,MARD,268,-2.75 (0.12),,,,,,,
MTB,MP0113,Murocholic acid,MOD,140,-2.65 (0.14),,,,,,,
MTB,MP0113,Murocholic acid,SIRD,80,-2.71 (0.21),,,,,,,
MTB,MP0114,Myristelaidic acid,SIDD,242,-2.21 (0.07),0.808112007027925,0.712074988315868,0.919295805617728,0.965055368799794,0.994559717357397,1.0,0.861926583262698
MTB,MP0114,Myristelaidic acid,MARD,268,-2.23 (0.06),,,,,,,
MTB,MP0114,Myristelaidic acid,MOD,140,-2.13 (0.07),,,,,,,
MTB,MP0114,Myristelaidic acid,SIRD,80,-2.33 (0.1),,,,,,,
MTB,MP0115,Myristic acid,SIDD,242,3.06 (0.05),0.282418605272327,0.53073798931178,0.404630469830817,0.372659189971413,0.344541392001685,0.526474500672849,0.210576572905889
MTB,MP0115,Myristic acid,MARD,268,3.14 (0.04),,,,,,,
MTB,MP0115,Myristic acid,MOD,140,3.2 (0.06),,,,,,,
MTB,MP0115,Myristic acid,SIRD,80,3.22 (0.1),,,,,,,
MTB,MP0116,Myristoleic acid,SIDD,242,-2.76 (0.06),0.0009666637144827,0.928418524243764,0.0174030801121211,0.0320520355179278,0.022351453148391,0.0264539568669648,6.39543019912521e-05
MTB,MP0116,Myristoleic acid,MARD,268,-2.53 (0.06),,,,,,,
MTB,MP0116,Myristoleic acid,MOD,140,-2.53 (0.07),,,,,,,
MTB,MP0116,Myristoleic acid,SIRD,80,-2.3 (0.1),,,,,,,
MTB,MP0117,Myristoylcarnitine,SIDD,242,-4.21 (0.04),0.317697411186817,0.361285118051066,0.667671979285849,0.845227639004887,0.805485563792651,0.246481542014063,0.194930694851924
MTB,MP0117,Myristoylcarnitine,MARD,268,-4.11 (0.04),,,,,,,
MTB,MP0117,Myristoylcarnitine,MOD,140,-4.19 (0.05),,,,,,,
MTB,MP0117,Myristoylcarnitine,SIRD,80,-4.08 (0.05),,,,,,,
MTB,MP0118,N-Acetyl-L-aspartic acid,SIDD,242,-1.87 (0.03),4.70728055260705e-05,1.03781172793914e-05,0.0073418457349912,0.0277947679381195,0.671101299880226,0.0002398853245571,0.0234699542085495
MTB,MP0118,N-Acetyl-L-aspartic acid,MARD,268,-1.75 (0.03),,,,,,,
MTB,MP0118,N-Acetyl-L-aspartic acid,MOD,140,-1.97 (0.05),,,,,,,
MTB,MP0118,N-Acetyl-L-aspartic acid,SIRD,80,-1.73 (0.06),,,,,,,
MTB,MP0119,N-Acetylneuraminic acid,SIDD,242,-1.5 (0.04),0.0140055553811338,0.107758427832422,0.0074997577233441,0.424535002610873,0.56572683974618,0.125353599392858,0.015987734281296
MTB,MP0119,N-Acetylneuraminic acid,MARD,268,-1.37 (0.05),,,,,,,
MTB,MP0119,N-Acetylneuraminic acid,MOD,140,-1.44 (0.06),,,,,,,
MTB,MP0119,N-Acetylneuraminic acid,SIRD,80,-1.33 (0.07),,,,,,,
MTB,MP0120,N-Acetylserine,SIDD,242,0.45 (0.03),0.0289248063678748,0.0526732461861837,0.172856717054131,0.386500219722563,0.14310491203707,0.0128931279331563,0.0262211649225315
MTB,MP0120,N-Acetylserine,MARD,268,0.5 (0.03),,,,,,,
MTB,MP0120,N-Acetylserine,MOD,140,0.39 (0.04),,,,,,,
MTB,MP0120,N-Acetylserine,SIRD,80,0.61 (0.05),,,,,,,
MTB,MP0121,N-Methylnicotinamide,SIDD,242,3.15 (0.08),0.0685713746923029,0.0282492084240811,0.742581942082479,0.0181331984351869,0.79417166361953,0.180234794209662,0.822927458184905
MTB,MP0121,N-Methylnicotinamide,MARD,268,3.09 (0.08),,,,,,,
MTB,MP0121,N-Methylnicotinamide,MOD,140,2.7 (0.11),,,,,,,
MTB,MP0121,N-Methylnicotinamide,SIRD,80,3.07 (0.15),,,,,,,
MTB,MP0122,Octanoic acid,SIDD,242,4.04 (0.03),0.004780527533808,0.0002119254006187,0.095420516155953,0.0480620386618183,0.261158356446127,0.0755636190030647,0.88589349797857
MTB,MP0122,Octanoic acid,MARD,268,3.97 (0.03),,,,,,,
MTB,MP0122,Octanoic acid,MOD,140,4.13 (0.04),,,,,,,
MTB,MP0122,Octanoic acid,SIRD,80,4.03 (0.05),,,,,,,
MTB,MP0123,Octanoylcarnitine,SIDD,242,-2.08 (0.07),0.434330363468632,0.890496826891652,0.8248342880587,0.860179772460262,0.33187096687315,0.403019195520131,0.276654331102551
MTB,MP0123,Octanoylcarnitine,MARD,268,-2.1 (0.06),,,,,,,
MTB,MP0123,Octanoylcarnitine,MOD,140,-2.08 (0.08),,,,,,,
MTB,MP0123,Octanoylcarnitine,SIRD,80,-2.22 (0.07),,,,,,,
MTB,MP0124,Oleic acid,SIDD,242,6.22 (0.04),0.843317495608982,1.0,1.0,1.0,0.909806695384429,0.9943315761552,0.804091316601713
MTB,MP0124,Oleic acid,MARD,268,6.24 (0.04),,,,,,,
MTB,MP0124,Oleic acid,MOD,140,6.32 (0.05),,,,,,,
MTB,MP0124,Oleic acid,SIRD,80,6.25 (0.07),,,,,,,
MTB,MP0125,Oleylcarnitine C18 1,SIDD,242,-1.84 (0.03),0.312506406996789,0.217146500565516,0.613148535678503,0.514566173821849,0.374979139982106,0.718499242785504,0.555496036840626
MTB,MP0125,Oleylcarnitine C18 1,MARD,268,-1.83 (0.03),,,,,,,
MTB,MP0125,Oleylcarnitine C18 1,MOD,140,-1.94 (0.04),,,,,,,
MTB,MP0125,Oleylcarnitine C18 1,SIRD,80,-1.9 (0.06),,,,,,,
MTB,MP0126,Ornithine,SIDD,242,6.01 (0.04),0.092613462838423,0.0237589522900486,0.472552158920551,0.139575006263641,0.830203960654391,0.102613553490276,0.758326861912934
MTB,MP0126,Ornithine,MARD,268,6.07 (0.04),,,,,,,
MTB,MP0126,Ornithine,MOD,140,5.86 (0.05),,,,,,,
MTB,MP0126,Ornithine,SIRD,80,6.06 (0.05),,,,,,,
MTB,MP0127,Oxalic acid,SIDD,242,4.51 (0.06),0.601937967555365,0.702705104477749,0.639511860956526,0.906036252342485,0.756798926025055,0.930859893931771,0.829743756786599
MTB,MP0127,Oxalic acid,MARD,268,4.45 (0.05),,,,,,,
MTB,MP0127,Oxalic acid,MOD,140,4.34 (0.05),,,,,,,
MTB,MP0127,Oxalic acid,SIRD,80,4.35 (0.07),,,,,,,
MTB,MP0128,Oxoglutaric acid,SIDD,242,3.39 (0.04),1.98442060733439e-08,0.0129663673654576,0.0423760457568927,3.8425765789644e-05,2.23147924270806e-06,0.0130926260739785,1.9641397261336e-09
MTB,MP0128,Oxoglutaric acid,MARD,268,3.47 (0.03),,,,,,,
MTB,MP0128,Oxoglutaric acid,MOD,140,3.63 (0.05),,,,,,,
MTB,MP0128,Oxoglutaric acid,SIRD,80,3.81 (0.07),,,,,,,
MTB,MP0129,Palmitoleic acid,SIDD,242,2.48 (0.06),0.0880105463545689,0.749996229967351,0.166417714065181,0.20031970466064,0.231842733945975,0.205246503924486,0.0269607222297994
MTB,MP0129,Palmitoleic acid,MARD,268,2.62 (0.05),,,,,,,
MTB,MP0129,Palmitoleic acid,MOD,140,2.66 (0.07),,,,,,,
MTB,MP0129,Palmitoleic acid,SIRD,80,2.78 (0.1),,,,,,,
MTB,MP0130,Palmitoylcarnitine,SIDD,242,-2.99 (0.03),0.434330363468632,0.780589584210243,0.651693078563326,0.845482917884235,0.32864951990704,0.423543786447792,0.335855701896504
MTB,MP0130,Palmitoylcarnitine,MARD,268,-2.99 (0.04),,,,,,,
MTB,MP0130,Palmitoylcarnitine,MOD,140,-2.97 (0.04),,,,,,,
MTB,MP0130,Palmitoylcarnitine,SIRD,80,-2.87 (0.05),,,,,,,
MTB,MP0131,Phenylacetic acid,SIDD,242,3.51 (0.08),0.0212048302002461,0.0340178608577828,0.35159561794173,0.003011914634511,0.659384219388475,0.0303617568571335,0.820924029561491
MTB,MP0131,Phenylacetic acid,MARD,268,3.32 (0.09),,,,,,,
MTB,MP0131,Phenylacetic acid,MOD,140,2.82 (0.16),,,,,,,
MTB,MP0131,Phenylacetic acid,SIRD,80,3.48 (0.13),,,,,,,
MTB,MP0132,Phenyllactic acid,SIDD,242,-3.16 (0.05),0.0139804477117957,0.52923735893683,0.0184099131100439,0.0156746430270646,0.28432206767834,0.562558535727028,0.0121412803666789
MTB,MP0132,Phenyllactic acid,MARD,268,-2.93 (0.04),,,,,,,
MTB,MP0132,Phenyllactic acid,MOD,140,-2.89 (0.06),,,,,,,
MTB,MP0132,Phenyllactic acid,SIRD,80,-2.83 (0.07),,,,,,,
MTB,MP0133,Phenylpyruvic acid,SIDD,242,-2.31 (0.04),0.0906649426528287,0.273697717609758,0.253521991422796,0.073488093070816,0.243518490127514,0.870317507690968,0.0753037436970214
MTB,MP0133,Phenylpyruvic acid,MARD,268,-2.33 (0.05),,,,,,,
MTB,MP0133,Phenylpyruvic acid,MOD,140,-2.24 (0.07),,,,,,,
MTB,MP0133,Phenylpyruvic acid,SIRD,80,-2.21 (0.1),,,,,,,
MTB,MP0134,Propionylcarnitine,SIDD,242,-0.82 (0.04),0.368976287015054,0.522187258007672,0.713039786918783,0.646849245280493,0.283452407976731,0.251833650293557,0.264886009313446
MTB,MP0134,Propionylcarnitine,MARD,268,-0.81 (0.03),,,,,,,
MTB,MP0134,Propionylcarnitine,MOD,140,-0.89 (0.05),,,,,,,
MTB,MP0134,Propionylcarnitine,SIRD,80,-0.71 (0.06),,,,,,,
MTB,MP0135,Pyroglutamic acid,SIDD,242,4.45 (0.03),7.58060856429283e-06,0.0013533228293396,0.551982806292081,0.000344547949452,3.72029945041696e-05,0.159386319499993,1.37119648566704e-05
MTB,MP0135,Pyroglutamic acid,MARD,268,4.49 (0.03),,,,,,,
MTB,MP0135,Pyroglutamic acid,MOD,140,4.66 (0.04),,,,,,,
MTB,MP0135,Pyroglutamic acid,SIRD,80,4.76 (0.05),,,,,,,
MTB,MP0136,Pyruvic acid ,SIDD,242,7.57 (0.04),0.0155094267748591,0.59185277551102,0.0543353048432342,0.224870406204529,0.0534105269384117,0.0628093524276111,0.0019472389947623
MTB,MP0136,Pyruvic acid ,MARD,268,7.68 (0.04),,,,,,,
MTB,MP0136,Pyruvic acid ,MOD,140,7.67 (0.05),,,,,,,
MTB,MP0136,Pyruvic acid ,SIRD,80,7.86 (0.06),,,,,,,
MTB,MP0137,Sarcosine,SIDD,242,2.87 (0.06),0.31877787087236,0.741808098021643,0.379754108252848,0.309440174146708,0.802043325214186,0.905397377395483,0.281155474393362
MTB,MP0137,Sarcosine,MARD,268,2.73 (0.05),,,,,,,
MTB,MP0137,Sarcosine,MOD,140,2.64 (0.09),,,,,,,
MTB,MP0137,Sarcosine,SIRD,80,2.71 (0.09),,,,,,,
MTB,MP0138,Stearylcarnitine,SIDD,242,-4.61 (0.05),0.0434700162722139,0.069865658543768,0.518621810282815,0.0383181757257485,0.0988503909864473,0.918356800880248,0.0552872910118702
MTB,MP0138,Stearylcarnitine,MARD,268,-4.69 (0.05),,,,,,,
MTB,MP0138,Stearylcarnitine,MOD,140,-4.83 (0.07),,,,,,,
MTB,MP0138,Stearylcarnitine,SIRD,80,-4.86 (0.11),,,,,,,
MTB,MP0139,Succinic acid,SIDD,242,2.19 (0.03),0.187130006399649,0.109988994384845,0.284052195911594,0.535661159558716,0.791618269646332,0.259591072495462,0.449383474808328
MTB,MP0139,Succinic acid,MARD,268,2.26 (0.03),,,,,,,
MTB,MP0139,Succinic acid,MOD,140,2.16 (0.04),,,,,,,
MTB,MP0139,Succinic acid,SIRD,80,2.27 (0.05),,,,,,,
MTB,MP0140,Tartaric acid,SIDD,242,-3.75 (0.09),0.368976287015054,0.92802443936317,0.415851299409028,0.434335890894671,0.536381416636136,0.47026458210089,0.936857063506141
MTB,MP0140,Tartaric acid,MARD,268,-3.92 (0.08),,,,,,,
MTB,MP0140,Tartaric acid,MOD,140,-3.92 (0.1),,,,,,,
MTB,MP0140,Tartaric acid,SIRD,80,-3.72 (0.15),,,,,,,
MTB,MP0141,Taurochenodeoxycholic acid,SIDD,242,-3.81 (0.1),0.0283385831117857,0.809759687940041,0.890715123523439,0.897510562833355,0.0037816226928236,0.0176244373518415,0.0062242421967914
MTB,MP0141,Taurochenodeoxycholic acid,MARD,268,-3.81 (0.1),,,,,,,
MTB,MP0141,Taurochenodeoxycholic acid,MOD,140,-3.72 (0.13),,,,,,,
MTB,MP0141,Taurochenodeoxycholic acid,SIRD,80,-3.17 (0.18),,,,,,,
MTB,MP0142,Taurocholic acid,SIDD,242,-5.43 (0.08),0.0169480799603179,0.413529989929532,0.473020276670284,0.194810904889837,0.00716462187619,0.0627244168620106,0.0020131652713433
MTB,MP0142,Taurocholic acid,MARD,268,-5.33 (0.08),,,,,,,
MTB,MP0142,Taurocholic acid,MOD,140,-5.24 (0.11),,,,,,,
MTB,MP0142,Taurocholic acid,SIRD,80,-4.92 (0.14),,,,,,,
MTB,MP0143,Threonic acid,SIDD,242,1.13 (0.05),0.080715214753476,0.0156819822023477,0.211784446336317,0.252453743954554,0.48122329879054,0.279856294087875,0.85550758756029
MTB,MP0143,Threonic acid,MARD,268,1.21 (0.06),,,,,,,
MTB,MP0143,Threonic acid,MOD,140,0.98 (0.07),,,,,,,
MTB,MP0143,Threonic acid,SIRD,80,1.16 (0.09),,,,,,,
MTB,MP0144,12-Hydroxystearic acid,SIDD,242,-4.28 (0.04),0.446065119931362,0.296697371945805,0.964106010533581,0.583670208309665,1.0,0.312189853327181,1.0
MTB,MP0144,12-Hydroxystearic acid,MARD,268,-4.19 (0.04),,,,,,,
MTB,MP0144,12-Hydroxystearic acid,MOD,140,-4.32 (0.05),,,,,,,
MTB,MP0144,12-Hydroxystearic acid,SIRD,80,-4.24 (0.08),,,,,,,
MTB,MP0145,"2,2-Dimethyladipic acid",SIDD,242,-1.47 (0.08),0.89507149536917,0.973113079636341,1.0,1.0,1.0,0.869682598756298,1.0
MTB,MP0145,"2,2-Dimethyladipic acid",MARD,268,-1.37 (0.07),,,,,,,
MTB,MP0145,"2,2-Dimethyladipic acid",MOD,140,-1.31 (0.08),,,,,,,
MTB,MP0145,"2,2-Dimethyladipic acid",SIRD,80,-1.39 (0.12),,,,,,,
MTB,MP0146,2-Hydroxycaproic acid,SIDD,242,-3.01 (0.03),0.0067092942332089,0.259435465097912,0.241980442541412,0.785636939966128,0.0003541003523688,0.0167123229690297,0.0060039634347722
MTB,MP0146,2-Hydroxycaproic acid,MARD,268,-3.04 (0.02),,,,,,,
MTB,MP0146,2-Hydroxycaproic acid,MOD,140,-3.01 (0.04),,,,,,,
MTB,MP0146,2-Hydroxycaproic acid,SIRD,80,-2.87 (0.04),,,,,,,
MTB,MP0147,2-Hydroxycinnamic acid,SIDD,242,-1.77 (0.06),0.995589679622004,1.0,1.0,1.0,1.0,0.969058132116608,1.0
MTB,MP0147,2-Hydroxycinnamic acid,MARD,268,-1.7 (0.05),,,,,,,
MTB,MP0147,2-Hydroxycinnamic acid,MOD,140,-1.77 (0.07),,,,,,,
MTB,MP0147,2-Hydroxycinnamic acid,SIRD,80,-1.75 (0.08),,,,,,,
MTB,MP0148,2-Methylvaleric acid,SIDD,242,-2.83 (0.01),0.145424875851866,0.508075986924185,0.194035289025143,0.449238599567229,0.329425084718478,0.173975876711437,0.0781721878774618
MTB,MP0148,2-Methylvaleric acid,MARD,268,-2.83 (0.01),,,,,,,
MTB,MP0148,2-Methylvaleric acid,MOD,140,-2.84 (0.01),,,,,,,
MTB,MP0148,2-Methylvaleric acid,SIRD,80,-2.86 (0.01),,,,,,,
MTB,MP0149,2-Phenylglycine,SIDD,242,-4.37 (0.1),0.831366284952396,0.980214444390064,0.953932574633665,1.0,1.0,0.878360794224672,1.0
MTB,MP0149,2-Phenylglycine,MARD,268,-4.34 (0.09),,,,,,,
MTB,MP0149,2-Phenylglycine,MOD,140,-4.35 (0.11),,,,,,,
MTB,MP0149,2-Phenylglycine,SIRD,80,-4.32 (0.15),,,,,,,
MTB,MP0150,2-Methylbutyroylcarnitine,SIDD,242,-4.22 (0.04),0.0009059031766744,0.0600576493504999,0.489482478732565,0.0189899722338746,0.0005941795760778,0.0762926337250002,0.0001981157282041
MTB,MP0150,2-Methylbutyroylcarnitine,MARD,268,-4.2 (0.04),,,,,,,
MTB,MP0150,2-Methylbutyroylcarnitine,MOD,140,-4 (0.07),,,,,,,
MTB,MP0150,2-Methylbutyroylcarnitine,SIRD,80,-3.86 (0.07),,,,,,,
MTB,MP0151,"3,4-Dihydroxymandelic acid",SIDD,242,-1.02 (0.09),0.0362825109044641,0.861705077363139,0.0157035354117215,0.0218023833320308,0.449856123126133,0.52371364862609,0.465990196721432
MTB,MP0151,"3,4-Dihydroxymandelic acid",MARD,268,-1.09 (0.07),,,,,,,
MTB,MP0151,"3,4-Dihydroxymandelic acid",MOD,140,-1.31 (0.14),,,,,,,
MTB,MP0151,"3,4-Dihydroxymandelic acid",SIRD,80,-1.1 (0.17),,,,,,,
MTB,MP0152,3-Methyladipic acid,SIDD,242,-1.44 (0.08),0.134449205454717,0.097644337732739,0.185128810548285,0.509430992968502,0.181622473318519,0.934942904408093,0.582571770235733
MTB,MP0152,3-Methyladipic acid,MARD,268,-1.29 (0.07),,,,,,,
MTB,MP0152,3-Methyladipic acid,MOD,140,-1.57 (0.12),,,,,,,
MTB,MP0152,3-Methyladipic acid,SIRD,80,-1.54 (0.14),,,,,,,
MTB,MP0153,3-Methylpentanoic acid,SIDD,242,-3.98 (0.02),0.808112007027925,1.0,1.0,0.968045697386327,1.0,1.0,0.896250323418404
MTB,MP0153,3-Methylpentanoic acid,MARD,268,-3.97 (0.02),,,,,,,
MTB,MP0153,3-Methylpentanoic acid,MOD,140,-3.98 (0.04),,,,,,,
MTB,MP0153,3-Methylpentanoic acid,SIRD,80,-3.95 (0.06),,,,,,,
MTB,MP0154,3-Hydroxybutyrylcarnitine,SIDD,242,-3.69 (0.06),0.0391807664455581,0.0092904031083166,0.543499890816223,0.0278604216951593,0.29636346818446,0.446957062779471,0.374583234016291
MTB,MP0154,3-Hydroxybutyrylcarnitine,MARD,268,-3.73 (0.06),,,,,,,
MTB,MP0154,3-Hydroxybutyrylcarnitine,MOD,140,-3.43 (0.08),,,,,,,
MTB,MP0154,3-Hydroxybutyrylcarnitine,SIRD,80,-3.62 (0.08),,,,,,,
MTB,MP0155,4-Hydroxybenzoic acid,SIDD,242,-3.97 (0.08),0.327565421251261,0.865987157147341,0.915054120818604,0.991063003723166,0.12807653470481,0.229469782806567,0.227653373340351
MTB,MP0155,4-Hydroxybenzoic acid,MARD,268,-3.98 (0.07),,,,,,,
MTB,MP0155,4-Hydroxybenzoic acid,MOD,140,-3.96 (0.1),,,,,,,
MTB,MP0155,4-Hydroxybenzoic acid,SIRD,80,-3.93 (0.15),,,,,,,
MTB,MP0156,5-Aminolevulinic acid,SIDD,242,-0.63 (0.07),0.0001637521380567,0.145908710600851,3.55279976272591e-05,0.0473877201191402,0.540595968718817,0.131422735110447,0.0006006380330666
MTB,MP0156,5-Aminolevulinic acid,MARD,268,-0.41 (0.06),,,,,,,
MTB,MP0156,5-Aminolevulinic acid,MOD,140,-0.58 (0.1),,,,,,,
MTB,MP0156,5-Aminolevulinic acid,SIRD,80,-0.34 (0.09),,,,,,,
MTB,MP0157,Acetoacetic acid ,SIDD,242,0.47 (0.1),0.190716298949501,0.397664822219504,0.59450346756542,0.242965846912186,0.153629775698823,0.0755656250535844,0.237494792570091
MTB,MP0157,Acetoacetic acid ,MARD,268,0.62 (0.08),,,,,,,
MTB,MP0157,Acetoacetic acid ,MOD,140,0.65 (0.13),,,,,,,
MTB,MP0157,Acetoacetic acid ,SIRD,80,0.24 (0.14),,,,,,,
MTB,MP0158,Adenosine Monophosphate,SIDD,242,3.7 (0.08),0.881292303741347,1.0,1.0,0.995002178101171,1.0,1.0,1.0
MTB,MP0158,Adenosine Monophosphate,MARD,268,3.68 (0.07),,,,,,,
MTB,MP0158,Adenosine Monophosphate,MOD,140,3.71 (0.11),,,,,,,
MTB,MP0158,Adenosine Monophosphate,SIRD,80,3.82 (0.16),,,,,,,
MTB,MP0159,Aminoadipic acid,SIDD,242,0.54 (0.11),0.0190189810132611,0.497899513015766,0.478225719331611,0.255700854031969,0.0075618737487182,0.0499593099566382,0.0021852899885338
MTB,MP0159,Aminoadipic acid,MARD,268,0.53 (0.12),,,,,,,
MTB,MP0159,Aminoadipic acid,MOD,140,0.65 (0.15),,,,,,,
MTB,MP0159,Aminoadipic acid,SIRD,80,1.05 (0.16),,,,,,,
MTB,MP0160,Aminocaproic acid,SIDD,242,-2.58 (0.08),0.878549924572527,1.0,1.0,1.0,1.0,1.0,0.94093810556322
MTB,MP0160,Aminocaproic acid,MARD,268,-2.51 (0.07),,,,,,,
MTB,MP0160,Aminocaproic acid,MOD,140,-2.47 (0.08),,,,,,,
MTB,MP0160,Aminocaproic acid,SIRD,80,-2.64 (0.16),,,,,,,
MTB,MP0161,Anserine,SIDD,242,-1.62 (0.13),0.555784321209551,0.776962330838792,0.586286954337307,0.742895010902293,0.622459133603339,0.715134357667254,0.75888455649796
MTB,MP0161,Anserine,MARD,268,-1.39 (0.11),,,,,,,
MTB,MP0161,Anserine,MOD,140,-1.45 (0.17),,,,,,,
MTB,MP0161,Anserine,SIRD,80,-1.33 (0.22),,,,,,,
MTB,MP0162,Carnosine,SIDD,242,-1.13 (0.15),0.919498859544684,1.0,1.0,1.0,1.0,1.0,0.85586225161989
MTB,MP0162,Carnosine,MARD,268,-1.06 (0.11),,,,,,,
MTB,MP0162,Carnosine,MOD,140,-0.98 (0.18),,,,,,,
MTB,MP0162,Carnosine,SIRD,80,-0.92 (0.2),,,,,,,
MTB,MP0164,Citramalic acid,SIDD,242,-3.58 (0.05),0.10821464541474,0.915013081732907,0.946732521759826,0.917027114689361,0.0289783848196347,0.0431781860221001,0.0362652331011108
MTB,MP0164,Citramalic acid,MARD,268,-3.53 (0.05),,,,,,,
MTB,MP0164,Citramalic acid,MOD,140,-3.61 (0.06),,,,,,,
MTB,MP0164,Citramalic acid,SIRD,80,-3.29 (0.07),,,,,,,
MTB,MP0165,Formic acid ,SIDD,242,1.63 (0.02),0.989402672099046,1.0,1.0,0.914128048642671,1.0,1.0,1.0
MTB,MP0165,Formic acid ,MARD,268,1.61 (0.03),,,,,,,
MTB,MP0165,Formic acid ,MOD,140,1.63 (0.02),,,,,,,
MTB,MP0165,Formic acid ,SIRD,80,1.64 (0.04),,,,,,,
MTB,MP0166,"Fructose-1,6-bisphosphate",SIDD,242,0.05 (0.01),0.061658142441658,0.0102206012897711,0.344359356209364,0.113144664998674,0.390671270698213,0.299263261131882,0.884666728456629
MTB,MP0166,"Fructose-1,6-bisphosphate",MARD,268,0.05 (0.01),,,,,,,
MTB,MP0166,"Fructose-1,6-bisphosphate",MOD,140,0.07 (0.01),,,,,,,
MTB,MP0166,"Fructose-1,6-bisphosphate",SIRD,80,0.05 (0.01),,,,,,,
MTB,MP0167,Glucaric acid,SIDD,242,-2.15 (0.07),0.0030844186163603,0.013463122037371,0.0124037614319579,0.648551881783182,0.16486497184018,0.0045649693052843,0.0030764548799466
MTB,MP0167,Glucaric acid,MARD,268,-1.96 (0.06),,,,,,,
MTB,MP0167,Glucaric acid,MOD,140,-2.21 (0.09),,,,,,,
MTB,MP0167,Glucaric acid,SIRD,80,-1.83 (0.09),,,,,,,
MTB,MP0168,Glycolithocholic acid,SIDD,242,-3.73 (0.11),0.494393735982351,0.61452196980868,0.735232568364693,0.789907566100612,0.513781959012048,0.853569087126559,0.898064765062978
MTB,MP0168,Glycolithocholic acid,MARD,268,-3.58 (0.11),,,,,,,
MTB,MP0168,Glycolithocholic acid,MOD,140,-3.86 (0.15),,,,,,,
MTB,MP0168,Glycolithocholic acid,SIRD,80,-3.69 (0.18),,,,,,,
MTB,MP0169,Heptadecanoic acid,SIDD,242,-0.06 (0.04),0.742621692036203,0.874234648110773,0.863390513250046,1.0,0.789837034029505,1.0,0.960102025634492
MTB,MP0169,Heptadecanoic acid,MARD,268,-0.14 (0.04),,,,,,,
MTB,MP0169,Heptadecanoic acid,MOD,140,-0.14 (0.06),,,,,,,
MTB,MP0169,Heptadecanoic acid,SIRD,80,-0.09 (0.07),,,,,,,
MTB,MP0170,Hyodeoxycholic acid,SIDD,242,-3.91 (0.11),0.679232682009078,0.653872352848702,0.837878363917461,0.888017056176068,0.67336750703318,0.76987520073401,1.0
MTB,MP0170,Hyodeoxycholic acid,MARD,268,-3.95 (0.1),,,,,,,
MTB,MP0170,Hyodeoxycholic acid,MOD,140,-4.08 (0.14),,,,,,,
MTB,MP0170,Hyodeoxycholic acid,SIRD,80,-4.08 (0.17),,,,,,,
MTB,MP0171,Indole-3-methyl acetate,SIDD,242,-4.37 (0.01),0.791883662653894,0.857642813365334,0.942051840803324,1.0,0.71979719148031,1.0,0.620404371767413
MTB,MP0171,Indole-3-methyl acetate,MARD,268,-4.38 (0.01),,,,,,,
MTB,MP0171,Indole-3-methyl acetate,MOD,140,-4.35 (0.01),,,,,,,
MTB,MP0171,Indole-3-methyl acetate,SIRD,80,-4.37 (0.01),,,,,,,
MTB,MP0172,Indoleacrylic acid,SIDD,242,-3.43 (0.08),0.995589679622004,1.0,1.0,1.0,1.0,1.0,0.91934703021087
MTB,MP0172,Indoleacrylic acid,MARD,268,-3.38 (0.07),,,,,,,
MTB,MP0172,Indoleacrylic acid,MOD,140,-3.34 (0.09),,,,,,,
MTB,MP0172,Indoleacrylic acid,SIRD,80,-3.33 (0.09),,,,,,,
MTB,MP0173,Isobutyric acid,SIDD,242,1.01 (0.04),0.368976287015054,0.730718870457229,0.247078525186722,0.441946275547896,0.82888639439041,0.805126769992356,0.845757359945716
MTB,MP0173,Isobutyric acid,MARD,268,0.93 (0.03),,,,,,,
MTB,MP0173,Isobutyric acid,MOD,140,0.93 (0.05),,,,,,,
MTB,MP0173,Isobutyric acid,SIRD,80,0.95 (0.06),,,,,,,
MTB,MP0174,Isovelarylcarnitine,SIDD,242,-2.67 (0.06),0.582632369440856,0.860656155585626,0.600262872627639,0.898224712216931,0.641323126034546,0.665742360788577,0.807563493692134
